text,condition,record_type,clean_text
"Dog has small, raised, hairless bumps appearing on his body.",Skin Irritations,Owner Observation,"Dog has small, raised, hairless bumps appearing on his body."
My dog's ear infection came back shortly after finishing medication.,Ear Infections,Owner Observation,My dog's ear infection came back shortly after finishing medication.
"Symmetrical non-inflammatory alopecia on flanks; rule out endocrine condition (hypothyroidism, hyperadrenocorticism, sex hormone imbalance).",Skin Irritations,Clinical Notes,"Symmetrical non-inflammatory alopecia on flanks; rule out endocrine condition (hypothyroidism, hyperadrenocorticism, sex hormone imbalance)."
"My dog has scabies, and the whole family is itchy now.",Parasites,Owner Observation,"My dog has scabies, and the whole family is itchy now."
Cat has hair loss above the eyes.,Skin Irritations,Owner Observation,Cat has hair loss above the eyes.
Dermacentor andersoni tick removed. Discuss RMSF/Tularemia/tick paralysis risk.,Parasites,Clinical Notes,Dermacentor andersoni tick removed. Discuss RMSF/Tularemia/tick paralysis risk.
Cat is grooming one specific spot on her leg until it's bald.,Mobility Problems,Owner Observation,Cat is grooming one specific spot on her leg until it's bald.
My dog doesn't lift his legs as high when walking anymore.,Mobility Problems,Owner Observation,My dog doesn't lift his legs as high when walking anymore.
"My rabbit has flaky skin and seems very itchy, especially on its back.",Parasites,Owner Observation,"My rabbit has flaky skin and seems very itchy, especially on its back."
Guinea pig's abdomen feels tight and bloated.,Digestive Issues,Owner Observation,Guinea pig's abdomen feels tight and bloated.
"Histiocytoma observed on young dog's limb; typically benign, monitor for regression.",Skin Irritations,Clinical Notes,"Histiocytoma observed on young dog's limb; typically benign, monitor for regression."
Dog has redness and bumps in the groin area.,Skin Irritations,Owner Observation,Dog has redness and bumps in the groin area.
"Dog is biting at his hind end, near the tail.",Skin Irritations,Owner Observation,"Dog is biting at his hind end, near the tail."
"Rabbit is over-grooming its belly, leaving the skin bare.",Skin Irritations,Owner Observation,"Rabbit is over-grooming its belly, leaving the skin bare."
"Lungworm (e.g., Aelurostrongylus abstrusus in cats) suspected based on respiratory signs; Baermann fecal analysis recommended.",Parasites,Clinical Notes,"Lungworm (e.g., Aelurostrongylus abstrusus in cats) suspected based on respiratory signs; Baermann fecal analysis recommended."
Prescribe anti-diarrheal (kaolin-pectin) for symptomatic relief.,Digestive Issues,Clinical Notes,Prescribe anti-diarrheal (kaolin-pectin) for symptomatic relief.
My rabbit has an abscess near the ear.,Ear Infections,Owner Observation,My rabbit has an abscess near the ear.
Pruritus and erythema on ears; topical therapy prescribed.,Skin Irritations,Clinical Notes,Pruritus and erythema on ears; topical therapy prescribed.
My guinea pig is losing hair and has crusty sores.,Parasites,Owner Observation,My guinea pig is losing hair and has crusty sores.
Kitten has lost fur on its paws.,Skin Irritations,Owner Observation,Kitten has lost fur on its paws.
Tibial thrust clearly palpable during ambulation.,Mobility Problems,Clinical Notes,Tibial thrust clearly palpable during ambulation.
Prescribe strict cage rest (4-6 weeks) and muscle relaxants (methocarbamol) for suspected fibrocartilaginous embolism (FCE).,Mobility Problems,Clinical Notes,Prescribe strict cage rest (4-6 weeks) and muscle relaxants (methocarbamol) for suspected fibrocartilaginous embolism (FCE).
"Recommend feeding a low-fat, easily digestible prescription diet during recovery from pancreatitis.",Digestive Issues,Clinical Notes,"Recommend feeding a low-fat, easily digestible prescription diet during recovery from pancreatitis."
Perform thorough dental examination to rule out apical abscess or oronasal fistula contributing to signs.,Ear Infections,Clinical Notes,Perform thorough dental examination to rule out apical abscess or oronasal fistula contributing to signs.
Ensure medication is stored and handled correctly.,Ear Infections,Clinical Notes,Ensure medication is stored and handled correctly.
My ferret's skin seems yellowish.,Skin Irritations,Owner Observation,My ferret's skin seems yellowish.
Educate owner on signs of dehydration.,Digestive Issues,Clinical Notes,Educate owner on signs of dehydration.
Recheck fecal exam after deworming treatment.,Digestive Issues,Clinical Notes,Recheck fecal exam after deworming treatment.
My cat gags frequently without bringing anything up.,Digestive Issues,Owner Observation,My cat gags frequently without bringing anything up.
My dog consistently puts less weight on his left hind leg.,Mobility Problems,Owner Observation,My dog consistently puts less weight on his left hind leg.
"Ferret walks very stiffly, especially in the hind end.",Mobility Problems,Owner Observation,"Ferret walks very stiffly, especially in the hind end."
Treat ear mites with appropriate acaricide (topical or systemic). Treat all in-contact animals.,Ear Infections,Clinical Notes,Treat ear mites with appropriate acaricide (topical or systemic). Treat all in-contact animals.
Chronic ear infection; rule out hypothyroidism.,Ear Infections,Clinical Notes,Chronic ear infection; rule out hypothyroidism.
Ferret is having trouble climbing.,Mobility Problems,Owner Observation,Ferret is having trouble climbing.
Prescribe metronidazole and recommend adding fiber (pumpkin) to diet for colitis.,Digestive Issues,Clinical Notes,Prescribe metronidazole and recommend adding fiber (pumpkin) to diet for colitis.
Ear cytology performed to confirm mites and check for secondary infection.,Parasites,Clinical Notes,Ear cytology performed to confirm mites and check for secondary infection.
Guinea pig has tiny white lice visible in its fur.,Parasites,Owner Observation,Guinea pig has tiny white lice visible in its fur.
Referral to veterinary dermatologist recommended for comprehensive allergy investigation.,Ear Infections,Clinical Notes,Referral to veterinary dermatologist recommended for comprehensive allergy investigation.
My rabbit has developed sores on its heels.,Mobility Problems,Owner Observation,My rabbit has developed sores on its heels.
Isolate animals with Sarcoptes or highly contagious parasites from other pets.,Parasites,Clinical Notes,Isolate animals with Sarcoptes or highly contagious parasites from other pets.
Treat otodectes infestation with topical selamectin (Revolution) or moxidectin/imidacloprid (Advantage Multi). Clean ears prior.,Parasites,Clinical Notes,Treat otodectes infestation with topical selamectin (Revolution) or moxidectin/imidacloprid (Advantage Multi). Clean ears prior.
"My cat has dark wax, but the vet said it wasn't mites.",Ear Infections,Owner Observation,"My cat has dark wax, but the vet said it wasn't mites."
Rule out scabies based on intense pruritus and lesion distribution.,Skin Irritations,Clinical Notes,Rule out scabies based on intense pruritus and lesion distribution.
"Cat is scratching her face, causing small cuts near her eyes.",Skin Irritations,Owner Observation,"Cat is scratching her face, causing small cuts near her eyes."
My dog vomited bile this morning and isn't interested in breakfast.,Digestive Issues,Owner Observation,My dog vomited bile this morning and isn't interested in breakfast.
Dog has diarrhea that smells particularly foul.,Digestive Issues,Owner Observation,Dog has diarrhea that smells particularly foul.
My kitten has ringworm-like circles appearing on her face.,Skin Irritations,Owner Observation,My kitten has ringworm-like circles appearing on her face.
My dog shakes his head after waking up.,Ear Infections,Owner Observation,My dog shakes his head after waking up.
Stool culture pending; start supportive care.,Digestive Issues,Clinical Notes,Stool culture pending; start supportive care.
Dog’s gait is wobbly and he falls often.,Mobility Problems,Owner Observation,Dog’s gait is wobbly and he falls often.
Scaling and redness on back; medicated bath advised.,Skin Irritations,Clinical Notes,Scaling and redness on back; medicated bath advised.
Treat all animals in contact with sarcoptic mange patient.,Parasites,Clinical Notes,Treat all animals in contact with sarcoptic mange patient.
"Cat cries and flinches if I try to look in her ears, they look black inside.",Parasites,Owner Observation,"Cat cries and flinches if I try to look in her ears, they look black inside."
Rabbit presents with severe crusting otitis externa due to Psoroptes cuniculi infestation.,Ear Infections,Clinical Notes,Rabbit presents with severe crusting otitis externa due to Psoroptes cuniculi infestation.
Psychogenic alopecia diagnosed in feline patient; behavioral modification and medication discussed.,Skin Irritations,Clinical Notes,Psychogenic alopecia diagnosed in feline patient; behavioral modification and medication discussed.
Dog is constantly shaking his head and scratching his ears raw.,Skin Irritations,Owner Observation,Dog is constantly shaking his head and scratching his ears raw.
"My dog has bare patches of skin and intense itching, worse at night.",Parasites,Owner Observation,"My dog has bare patches of skin and intense itching, worse at night."
Abdominocentesis performed; fluid analysis pending.,Digestive Issues,Clinical Notes,Abdominocentesis performed; fluid analysis pending.
My dog's ear infection seems worse in humid weather.,Ear Infections,Owner Observation,My dog's ear infection seems worse in humid weather.
"Rabbit has neurological issues (head tilt, weakness) from E. cuniculi.",Mobility Problems,Owner Observation,"Rabbit has neurological issues (head tilt, weakness) from E. cuniculi."
"My cat is regurgitating food (undigested, tube-shaped) right after eating.",Digestive Issues,Owner Observation,"My cat is regurgitating food (undigested, tube-shaped) right after eating."
My canary has crusty scales on its legs and feet.,Parasites,Owner Observation,My canary has crusty scales on its legs and feet.
Flea bite hypersensitivity is primary differential for caudal dorsal pruritus.,Skin Irritations,Clinical Notes,Flea bite hypersensitivity is primary differential for caudal dorsal pruritus.
Palliative radiation therapy discussed for bone pain.,Mobility Problems,Clinical Notes,Palliative radiation therapy discussed for bone pain.
Ferret hasn't eaten today and vomited greenish fluid.,Digestive Issues,Owner Observation,Ferret hasn't eaten today and vomited greenish fluid.
My dog has developed a large fluid-filled swelling (cyst?) under the skin.,Skin Irritations,Owner Observation,My dog has developed a large fluid-filled swelling (cyst?) under the skin.
