query,true_condition,animal_filter,top1_condition,retrieved_conditions,correct_rank,hit_at_1,hit_at_3,hit_at_5,top1_text,top1_score
Cat has hair loss above the eyes.,Skin Irritations,,Digestive Issues,"['Digestive Issues', 'Skin Irritations', 'Skin Irritations', 'Ear Infections', 'Skin Irritations']",2.0,False,True,True,Hyperthyroidism diagnosed in older cat with weight loss and vomiting.,0.6896446943283081
Cat is grooming one specific spot on her leg until it's bald.,Mobility Problems,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Parasites', 'Parasites']",,False,False,False,Clip hair around lesions to facilitate topical treatment.,0.583071231842041
My dog doesn't lift his legs as high when walking anymore.,Mobility Problems,,Digestive Issues,"['Digestive Issues', 'Ear Infections', 'Mobility Problems', 'Mobility Problems', 'Mobility Problems']",3.0,False,True,True,Advise slow transition when changing pet foods.,0.6229967474937439
"My rabbit has flaky skin and seems very itchy, especially on its back.",Parasites,,Mobility Problems,"['Mobility Problems', 'Skin Irritations', 'Skin Irritations', 'Parasites', 'Skin Irritations']",4.0,False,False,True,"Rabbit presents with head tilt, nystagmus, hind limb paresis. Serology for E. cuniculi recommended. Start fenbendazole empirically.",0.6413216590881348
Guinea pig's abdomen feels tight and bloated.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Skin Irritations', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,"Rabbit presents with anorexia and decreased fecal output x 36 hrs. Abdomen slightly distended, doughy cecum palpated. Suspect GI stasis.",0.6310011148452759
Dog has redness and bumps in the groin area.,Skin Irritations,,Mobility Problems,"['Mobility Problems', 'Digestive Issues', 'Skin Irritations', 'Parasites', 'Skin Irritations']",3.0,False,True,True,"Panosteitis suspected in young, large breed dog with shifting leg lameness and long bone pain on palpation.",0.6698564887046814
"Dog is biting at his hind end, near the tail.",Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Ear Infections', 'Parasites', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,Pruritic lesions on tail; anti-itch spray prescribed.,0.5958619117736816
"Rabbit is over-grooming its belly, leaving the skin bare.",Skin Irritations,,Parasites,"['Parasites', 'Ear Infections', 'Digestive Issues', 'Mobility Problems', 'Ear Infections']",,False,False,False,Ensure rabbit environment is clean to prevent flystrike.,0.6145535707473755
My rabbit has an abscess near the ear.,Ear Infections,,Parasites,"['Parasites', 'Ear Infections', 'Ear Infections', 'Ear Infections', 'Skin Irritations']",2.0,False,True,True,Severe otitis externa in rabbit due to Psoroptes cuniculi. Treat with ivermectin or selamectin. Do not manually remove crusts initially.,0.6958399415016174
My guinea pig is losing hair and has crusty sores.,Parasites,,Mobility Problems,"['Mobility Problems', 'Skin Irritations', 'Mobility Problems', 'Mobility Problems', 'Skin Irritations']",,False,False,False,"Severe ulcerative pododermatitis (bumblefoot) in guinea pig; debride, bandage, systemic antibiotics, improve husbandry.",0.6416089534759521
Kitten has lost fur on its paws.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Parasites', 'Mobility Problems', 'Skin Irritations', 'Digestive Issues']",1.0,True,True,True,Skin fragility noted; test for FIV/FeLV in feline patient.,0.6229998469352722
My ferret's skin seems yellowish.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,Skin fragility noted; test for FIV/FeLV in feline patient.,0.6826494932174683
My cat gags frequently without bringing anything up.,Digestive Issues,,Mobility Problems,"['Mobility Problems', 'Skin Irritations', 'Parasites', 'Skin Irritations', 'Ear Infections']",,False,False,False,"Feline patient presents with acute onset hind limb paresis, vocalization, cold/cyanotic paws, absent femoral pulses. High suspicion for ATE.",0.5388004183769226
My dog consistently puts less weight on his left hind leg.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Digestive Issues', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,Absence of withdrawal reflex in hind limbs.,0.6187312602996826
"Ferret walks very stiffly, especially in the hind end.",Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Mobility Problems', 'Skin Irritations', 'Skin Irritations', 'Digestive Issues']",1.0,True,True,True,Absence of withdrawal reflex in hind limbs.,0.5955026149749756
Ferret is having trouble climbing.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Skin Irritations', 'Skin Irritations', 'Mobility Problems', 'Mobility Problems']",1.0,True,True,True,Supraspinatus tendinopathy suspected.,0.5258284211158752
Guinea pig has tiny white lice visible in its fur.,Parasites,,Parasites,"['Parasites', 'Skin Irritations', 'Parasites', 'Parasites', 'Parasites']",1.0,True,True,True,Ticks embedded in fur; remove and treat.,0.6217467784881592
My rabbit has developed sores on its heels.,Mobility Problems,,Parasites,"['Parasites', 'Skin Irritations', 'Mobility Problems', 'Skin Irritations', 'Ear Infections']",3.0,False,True,True,Severe otitis externa in rabbit due to Psoroptes cuniculi. Treat with ivermectin or selamectin. Do not manually remove crusts initially.,0.6662766933441162
"My cat has dark wax, but the vet said it wasn't mites.",Ear Infections,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Parasites', 'Digestive Issues', 'Skin Irritations']",,False,False,False,Excoriations on tail; rule out flea hypersensitivity.,0.5877022743225098
"Cat is scratching her face, causing small cuts near her eyes.",Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,"Skin fragility syndrome noted in older cat; handle with care, check for hyperadrenocorticism.",0.6307516098022461
My dog vomited bile this morning and isn't interested in breakfast.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Ear Infections', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,Vomiting post-meal; test for food intolerance.,0.6235377788543701
Dog has diarrhea that smells particularly foul.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Ear Infections']",1.0,True,True,True,"Chronic intermittent vomiting in feline; consider IBD, food allergy, lymphoma.",0.6438221335411072
My kitten has ringworm-like circles appearing on her face.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Parasites', 'Skin Irritations', 'Skin Irritations', 'Digestive Issues']",1.0,True,True,True,Feline acne present on chin; comedones and secondary infection noted.,0.6364384889602661
My dog shakes his head after waking up.,Ear Infections,,Ear Infections,"['Ear Infections', 'Skin Irritations', 'Mobility Problems', 'Mobility Problems', 'Ear Infections']",1.0,True,True,True,Referral to veterinary neurologist recommended due to central neurological signs.,0.6103699207305908
Dog’s gait is wobbly and he falls often.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Mobility Problems', 'Mobility Problems', 'Ear Infections', 'Skin Irritations']",1.0,True,True,True,Wobbler syndrome (cervical spondylomyelopathy) suspected in large breed dog with neck pain and gait abnormalities.,0.6518851518630981
"Cat cries and flinches if I try to look in her ears, they look black inside.",Parasites,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Ear Infections', 'Ear Infections', 'Skin Irritations']",,False,False,False,"Skin fragility syndrome noted in older cat; handle with care, check for hyperadrenocorticism.",0.612057089805603
Dog is constantly shaking his head and scratching his ears raw.,Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Ear Infections', 'Ear Infections', 'Ear Infections', 'Mobility Problems']",1.0,True,True,True,Excoriations around ears and neck; check for ear mites and fleas.,0.5645835399627686
"My dog has bare patches of skin and intense itching, worse at night.",Parasites,,Parasites,"['Parasites', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",1.0,True,True,True,Dog presented with severe flea infestation and secondary anemia (PCV 22%).,0.637432336807251
My dog's ear infection seems worse in humid weather.,Ear Infections,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Ear Infections', 'Skin Irritations', 'Ear Infections']",1.0,True,True,True,Discuss role of humidity and moisture in exacerbating otitis.,0.6905989050865173
"Rabbit has neurological issues (head tilt, weakness) from E. cuniculi.",Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Mobility Problems', 'Ear Infections', 'Ear Infections', 'Parasites']",1.0,True,True,True,"Rabbit presents with head tilt, nystagmus, hind limb paresis. Serology for E. cuniculi recommended. Start fenbendazole empirically.",0.8027762174606323
"My cat is regurgitating food (undigested, tube-shaped) right after eating.",Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Ear Infections', 'Digestive Issues']",1.0,True,True,True,Vomiting post-meal; test for food intolerance.,0.6428419351577759
My canary has crusty scales on its legs and feet.,Parasites,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Skin Irritations']",,False,False,False,Crusting lesions on flanks; antifungal cream advised.,0.6467028260231018
Ferret hasn't eaten today and vomited greenish fluid.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",1.0,True,True,True,Vomiting post-meal; test for food intolerance.,0.6297122240066528
My dog has developed a large fluid-filled swelling (cyst?) under the skin.,Skin Irritations,,Ear Infections,"['Ear Infections', 'Digestive Issues', 'Parasites', 'Mobility Problems', 'Skin Irritations']",5.0,False,False,True,Dog has a Malassezia (yeast) overgrowth causing otitis.,0.6777052879333496
My cat has Horner's syndrome related to an ear infection.,Ear Infections,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Ear Infections', 'Ear Infections', 'Ear Infections']",1.0,True,True,True,"Horner's syndrome (miosis, ptosis, enophthalmos) noted; likely due to middle ear pathology.",0.6895424127578735
"Dog has large volume, greasy, foul-smelling stools.",Digestive Issues,,Mobility Problems,"['Mobility Problems', 'Ear Infections', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues']",3.0,False,True,True,"Panosteitis suspected in young, large breed dog with shifting leg lameness and long bone pain on palpation.",0.6769537329673767
My rabbit's appetite has been poor for several days.,Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Mobility Problems', 'Digestive Issues', 'Digestive Issues', 'Parasites']",1.0,True,True,True,"Rabbit presents with anorexia and decreased fecal output x 36 hrs. Abdomen slightly distended, doughy cecum palpated. Suspect GI stasis.",0.7384473085403442
Dog's ears are greasy and the hair around them is matted.,Ear Infections,,Skin Irritations,"['Skin Irritations', 'Ear Infections', 'Ear Infections', 'Ear Infections', 'Ear Infections']",2.0,False,True,True,Excoriations around ears and neck; check for ear mites and fleas.,0.6941738128662109
Dog has diarrhea with visible pieces of undigested kibble.,Digestive Issues,,Skin Irritations,"['Skin Irritations', 'Digestive Issues', 'Digestive Issues', 'Ear Infections', 'Digestive Issues']",2.0,False,True,True,Eosinophilic plaque identified on feline abdomen; consider allergy vs. parasitic cause. Cytology performed.,0.6557816863059998
My dog has food allergies that trigger ear infections.,Ear Infections,,Ear Infections,"['Ear Infections', 'Ear Infections', 'Ear Infections', 'Ear Infections', 'Skin Irritations']",1.0,True,True,True,Dog has a Malassezia (yeast) overgrowth causing otitis.,0.6754438877105713
My dog has a torn ACL (CCL) and needs surgery.,Mobility Problems,,Digestive Issues,"['Digestive Issues', 'Mobility Problems', 'Ear Infections', 'Mobility Problems', 'Digestive Issues']",2.0,False,True,True,Megacolon diagnosed radiographically in feline patient.,0.6480419635772705
My dog tested positive for Anaplasmosis after a tick bite.,Parasites,,Mobility Problems,"['Mobility Problems', 'Skin Irritations', 'Parasites', 'Parasites', 'Ear Infections']",3.0,False,True,True,Tibial compression test positive.,0.6548080444335938
"There's a moist, red, sore area on my dog's flank that appeared suddenly.",Skin Irritations,,Skin Irritations,"['Skin Irritations', 'Skin Irritations', 'Skin Irritations', 'Mobility Problems', 'Ear Infections']",1.0,True,True,True,Skin fragility noted; test for FIV/FeLV in feline patient.,0.6561809778213501
Ferret yelps when his ears are examined.,Ear Infections,,Ear Infections,"['Ear Infections', 'Skin Irritations', 'Ear Infections', 'Ear Infections', 'Skin Irritations']",1.0,True,True,True,Myringotomy performed to sample middle ear fluid.,0.5926043391227722
"Puppy has intermittent diarrhea, sometimes normal, sometimes loose.",Digestive Issues,,Digestive Issues,"['Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Digestive Issues', 'Parasites']",1.0,True,True,True,"Chronic intermittent vomiting in feline; consider IBD, food allergy, lymphoma.",0.6766408681869507
Guinea pig seems unable to move properly after being dropped.,Mobility Problems,,Mobility Problems,"['Mobility Problems', 'Mobility Problems', 'Digestive Issues', 'Mobility Problems', 'Digestive Issues']",1.0,True,True,True,Absence of withdrawal reflex in hind limbs.,0.5920069217681885
"Rabbit isn't eating pellets, only picking at greens.",Digestive Issues,,Parasites,"['Parasites', 'Digestive Issues', 'Mobility Problems', 'Ear Infections', 'Skin Irritations']",2.0,False,True,True,Ensure rabbit environment is clean to prevent flystrike.,0.5764334201812744
