text,condition,record_type,clean_text
"Radiographs reveal aggressive bone lesion (lysis, periosteal reaction) in distal radius; suspect osteosarcoma.",Mobility Problems,Clinical Notes,"Radiographs reveal aggressive bone lesion (lysis, periosteal reaction) in distal radius; suspect osteosarcoma."
Splint or cast applied for stabilization.,Mobility Problems,Clinical Notes,Splint or cast applied for stabilization.
Prescribe anti-nausea medication (maropitant) for vestibular signs.,Ear Infections,Clinical Notes,Prescribe anti-nausea medication (maropitant) for vestibular signs.
Dietary modification: increase fiber for constipation/colitis.,Digestive Issues,Clinical Notes,Dietary modification: increase fiber for constipation/colitis.
Pythiosis suspected due to transmural GI thickening on ultrasound; serology or biopsy needed.,Digestive Issues,Clinical Notes,Pythiosis suspected due to transmural GI thickening on ultrasound; serology or biopsy needed.
"Inquire about travel history, exposure to wildlife, and housing conditions to assess parasite risk.",Parasites,Clinical Notes,"Inquire about travel history, exposure to wildlife, and housing conditions to assess parasite risk."
"Myelogram performed, shows spinal cord compression.",Mobility Problems,Clinical Notes,"Myelogram performed, shows spinal cord compression."
Provide handout on tick prevention and removal.,Parasites,Clinical Notes,Provide handout on tick prevention and removal.
Treat generalized demodicosis with oral isoxazoline (off-label use may require informed consent) or injectable moxidectin.,Parasites,Clinical Notes,Treat generalized demodicosis with oral isoxazoline (off-label use may require informed consent) or injectable moxidectin.
Perform baseline CBC/Chemistry panel before starting NSAIDs; recheck periodically.,Mobility Problems,Clinical Notes,Perform baseline CBC/Chemistry panel before starting NSAIDs; recheck periodically.
Primary secretory otitis media (PSOM) suspected in Cavalier King Charles Spaniel.,Ear Infections,Clinical Notes,Primary secretory otitis media (PSOM) suspected in Cavalier King Charles Spaniel.
Otitis with waxy debris; flush and medicate.,Ear Infections,Clinical Notes,Otitis with waxy debris; flush and medicate.
Hypovitaminosis C (scurvy) suspected in anorexic guinea pig with painful joints/lameness. Supplement Vitamin C immediately.,Mobility Problems,Clinical Notes,Hypovitaminosis C (scurvy) suspected in anorexic guinea pig with painful joints/lameness. Supplement Vitamin C immediately.
Multiple papules and pustules on ventral thorax; impression smear reveals cocci.,Skin Irritations,Clinical Notes,Multiple papules and pustules on ventral thorax; impression smear reveals cocci.
Radiographs show diffuse gas pattern throughout bowel; no signs of obstruction.,Digestive Issues,Clinical Notes,Radiographs show diffuse gas pattern throughout bowel; no signs of obstruction.
"Provide client handout explaining heartworm life cycle, transmission, and prevention.",Parasites,Clinical Notes,"Provide client handout explaining heartworm life cycle, transmission, and prevention."
Consider referral to internal medicine specialist for complex cases.,Digestive Issues,Clinical Notes,Consider referral to internal medicine specialist for complex cases.
"Heartworm antigen test positive. Confirm with microfilaria test/repeat antigen test. Stage condition (radiographs, echo). Initiate AHS protocol.",Parasites,Clinical Notes,"Heartworm antigen test positive. Confirm with microfilaria test/repeat antigen test. Stage condition (radiographs, echo). Initiate AHS protocol."
Patellar luxation grade III; surgical consult.,Mobility Problems,Clinical Notes,Patellar luxation grade III; surgical consult.
Otitis externa with odor; start combo drops.,Ear Infections,Clinical Notes,Otitis externa with odor; start combo drops.
Cytology (right ear) reveals Malassezia pachydermatis (yeast) +++ and cocci ++.,Ear Infections,Clinical Notes,Cytology (right ear) reveals Malassezia pachydermatis (yeast) +++ and cocci ++.
Pain elicited on extension of bilateral hips and palpation of lumbar spine.,Mobility Problems,Clinical Notes,Pain elicited on extension of bilateral hips and palpation of lumbar spine.
Consider ventral bulla osteotomy (VBO) for isolated middle ear condition or polyp removal.,Ear Infections,Clinical Notes,Consider ventral bulla osteotomy (VBO) for isolated middle ear condition or polyp removal.
Positive cranial drawer sign in right stifle; consistent with cranial cruciate ligament (CCL) rupture.,Mobility Problems,Clinical Notes,Positive cranial drawer sign in right stifle; consistent with cranial cruciate ligament (CCL) rupture.
Pain medication (buprenorphine) administered for abdominal discomfort.,Digestive Issues,Clinical Notes,Pain medication (buprenorphine) administered for abdominal discomfort.
"Counsel owner on potential side effects of NSAIDs (GI upset, kidney/liver issues) and other analgesics.",Mobility Problems,Clinical Notes,"Counsel owner on potential side effects of NSAIDs (GI upset, kidney/liver issues) and other analgesics."
"Regurgitation reported (passive expulsion of undigested food); suspect esophageal motility disorder or obstruction (e.g., megaesophagus, stricture). Barium swallow study considered.",Digestive Issues,Clinical Notes,"Regurgitation reported (passive expulsion of undigested food); suspect esophageal motility disorder or obstruction (e.g., megaesophagus, stricture). Barium swallow study considered."
Biceps tendon test positive.,Mobility Problems,Clinical Notes,Biceps tendon test positive.
Ear swab cytology confirms presence of mite fragments and secondary Malassezia infection.,Parasites,Clinical Notes,Ear swab cytology confirms presence of mite fragments and secondary Malassezia infection.
Continue Demodex treatment until two consecutive negative skin scrapes one month apart.,Parasites,Clinical Notes,Continue Demodex treatment until two consecutive negative skin scrapes one month apart.
Wobbler syndrome (cervical spondylomyelopathy) suspected in large breed dog with neck pain and gait abnormalities.,Mobility Problems,Clinical Notes,Wobbler syndrome (cervical spondylomyelopathy) suspected in large breed dog with neck pain and gait abnormalities.
Discuss prognosis for diagnosed condition.,Skin Irritations,Clinical Notes,Discuss prognosis for diagnosed condition.
"Polymyositis suspected; check CK levels, consider muscle biopsy.",Mobility Problems,Clinical Notes,"Polymyositis suspected; check CK levels, consider muscle biopsy."
"Rule out non-musculoskeletal causes of reluctance to move (e.g., systemic illness, abdominal pain).",Mobility Problems,Clinical Notes,"Rule out non-musculoskeletal causes of reluctance to move (e.g., systemic illness, abdominal pain)."
Suspect vitamin C deficiency (scurvy) in guinea pig with lameness/reluctance to move; supplement vitamin C.,Mobility Problems,Clinical Notes,Suspect vitamin C deficiency (scurvy) in guinea pig with lameness/reluctance to move; supplement vitamin C.
"Post-operative monitoring includes checking incision, pain assessment, monitoring for return of GI motility.",Digestive Issues,Clinical Notes,"Post-operative monitoring includes checking incision, pain assessment, monitoring for return of GI motility."
Treat tapeworms with praziquantel or epsiprantel.,Parasites,Clinical Notes,Treat tapeworms with praziquantel or epsiprantel.
"Educate owner on recognizing signs of dehydration (lethargy, sunken eyes, tacky gums).",Digestive Issues,Clinical Notes,"Educate owner on recognizing signs of dehydration (lethargy, sunken eyes, tacky gums)."
Exfoliative cytology performed on skin lesion.,Skin Irritations,Clinical Notes,Exfoliative cytology performed on skin lesion.
"Comedones present on chin (feline acne); advise topical cleansing, possible antibiotics if secondary infection.",Skin Irritations,Clinical Notes,"Comedones present on chin (feline acne); advise topical cleansing, possible antibiotics if secondary infection."
"Localized demodectic mange in young dog; monitor, may resolve spontaneously.",Skin Irritations,Clinical Notes,"Localized demodectic mange in young dog; monitor, may resolve spontaneously."
Perineal hernia noted; contributes to tenesmus and constipation. Surgical repair advised.,Digestive Issues,Clinical Notes,Perineal hernia noted; contributes to tenesmus and constipation. Surgical repair advised.
Consider nasopharyngeal polyp in young cats with upper respiratory or ear signs.,Ear Infections,Clinical Notes,Consider nasopharyngeal polyp in young cats with upper respiratory or ear signs.
Rule out concurrent infections or immunosuppressive conditions in animals with heavy parasite loads.,Parasites,Clinical Notes,Rule out concurrent infections or immunosuppressive conditions in animals with heavy parasite loads.
Recommend rehabilitation therapy including hydrotherapy and therapeutic exercises.,Mobility Problems,Clinical Notes,Recommend rehabilitation therapy including hydrotherapy and therapeutic exercises.
Campylobacter infection diagnosed via fecal culture.,Digestive Issues,Clinical Notes,Campylobacter infection diagnosed via fecal culture.
"Discuss zoonotic potential of certain GI parasites (Giardia, Toxoplasma).",Digestive Issues,Clinical Notes,"Discuss zoonotic potential of certain GI parasites (Giardia, Toxoplasma)."
"Monitor for neurological side effects with high-dose ivermectin protocols, especially in susceptible breeds.",Parasites,Clinical Notes,"Monitor for neurological side effects with high-dose ivermectin protocols, especially in susceptible breeds."
Consider referral to veterinary dermatologist for refractory cases.,Skin Irritations,Clinical Notes,Consider referral to veterinary dermatologist for refractory cases.
Ear mites in canal; clean and apply selamectin.,Parasites,Clinical Notes,Ear mites in canal; clean and apply selamectin.
"Lameness exam reveals moderate weight-bearing lameness, left forelimb (Grade 3/5).",Mobility Problems,Clinical Notes,"Lameness exam reveals moderate weight-bearing lameness, left forelimb (Grade 3/5)."
Vasculitis causing necrosis of ear tip; investigate underlying infectious/immune-mediated cause.,Skin Irritations,Clinical Notes,Vasculitis causing necrosis of ear tip; investigate underlying infectious/immune-mediated cause.
Schedule recheck in 14 days. Instruct owner to monitor for improvement/worsening of signs.,Ear Infections,Clinical Notes,Schedule recheck in 14 days. Instruct owner to monitor for improvement/worsening of signs.
"Abdomen tense and painful on palpation, particularly cranial abdomen. Rule out pancreatitis.",Digestive Issues,Clinical Notes,"Abdomen tense and painful on palpation, particularly cranial abdomen. Rule out pancreatitis."
"Schedule recheck appointments for heartworm treatment monitoring (antigen tests, radiographs).",Parasites,Clinical Notes,"Schedule recheck appointments for heartworm treatment monitoring (antigen tests, radiographs)."
Caudal hip luxation identified; attempt closed reduction under anesthesia.,Mobility Problems,Clinical Notes,Caudal hip luxation identified; attempt closed reduction under anesthesia.
Prescribe meclizine for symptomatic relief of nausea associated with vestibular condition.,Ear Infections,Clinical Notes,Prescribe meclizine for symptomatic relief of nausea associated with vestibular condition.
Advise steam cleaning or dilute bleach solution for environmental Coccidia control.,Parasites,Clinical Notes,Advise steam cleaning or dilute bleach solution for environmental Coccidia control.
